Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance
13596,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,5,Yes,207.75
13616,Yes,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1052.5
13644,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,3,No,1293.75
13666,Yes,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,920
13683,Yes,Air Miles,Postcard,High,2,No,Low,2,2,3,No,1395.25
13688,Yes,Points,Letter,Medium,1,Yes,Medium,3,1,4,No,156.5
13694,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,1057.75
13696,Yes,Cash Back,Letter,Low,1,No,Low,3,1,1,No,1210.5
13709,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,1,Yes,885.5
13712,Yes,Air Miles,Letter,Low,2,No,High,1,1,4,Yes,246.25
13723,Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,916.25
13731,Yes,Cash Back,Letter,Low,1,Yes,Low,2,1,2,No,251.75
13761,Yes,Cash Back,Letter,Low,1,No,High,1,1,4,Yes,1032
13778,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,5,Yes,1060.75
13812,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1301
13839,Yes,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,1010.75
13845,Yes,Air Miles,Letter,Medium,2,No,Medium,1,1,4,Yes,853.75
13846,Yes,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,1013
13873,Yes,Air Miles,Letter,Medium,1,No,Low,1,2,4,No,1283.25
13876,Yes,Points,Postcard,Low,1,No,Low,1,1,3,Yes,805.25
13886,Yes,Points,Postcard,High,1,No,Low,1,1,3,No,1207
13889,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,1119.75
13898,Yes,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,681.5
13902,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1100
13905,Yes,Points,Postcard,Medium,1,Yes,Medium,1,1,4,No,1801.75
13925,Yes,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,895
13930,Yes,Points,Letter,High,1,Yes,Low,1,1,6,Yes,1058
13966,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,881.75
13970,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,2,3,No,1183.75
13984,Yes,Air Miles,Letter,Medium,2,No,Low,2,1,5,No,168.75
13994,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1256.5
14045,Yes,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,1034.75
14075,Yes,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,1408
14087,Yes,Points,Letter,Medium,1,No,High,2,1,3,Yes,866
14093,Yes,Points,Postcard,Low,1,No,Medium,1,2,4,Yes,926.5
14109,Yes,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,956.25
14136,Yes,Cash Back,Letter,Low,1,No,Low,3,1,4,No,1272
14153,Yes,Points,Postcard,Medium,1,Yes,Medium,1,1,1,Yes,773.75
14199,Yes,Points,Postcard,Medium,1,Yes,High,3,2,3,No,1054.5
14207,Yes,Points,Postcard,Medium,1,No,Low,1,1,6,No,1078.5
14208,Yes,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,1486.5
14241,Yes,Air Miles,Postcard,Medium,1,No,High,3,1,4,Yes,172.75
14254,Yes,Air Miles,Postcard,High,3,No,Low,2,1,4,Yes,992.25
14255,Yes,Air Miles,Postcard,High,2,No,Medium,4,1,4,Yes,1086.25
14256,Yes,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,1295.75
14257,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,747.5
14265,Yes,Air Miles,Letter,Medium,2,Yes,High,1,2,4,Yes,971.25
14268,Yes,Air Miles,Letter,Low,2,No,Medium,3,1,4,Yes,318.5
14277,Yes,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,1400
14288,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,873.75
14336,Yes,Cash Back,Letter,Low,2,No,Low,1,1,5,Yes,1277.25
14357,Yes,Cash Back,Postcard,Low,1,No,Medium,3,1,4,Yes,742.25
14375,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,1,Yes,1090.75
14390,Yes,Air Miles,Postcard,Low,3,No,Low,2,2,3,Yes,1102.75
14418,Yes,Points,Postcard,Medium,1,No,Low,2,2,2,No,1016.5
14474,Yes,Air Miles,Letter,High,2,No,Medium,2,1,3,Yes,1128.5
14477,Yes,Points,Postcard,Medium,2,No,Low,2,1,2,No,343.5
14482,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,1,Yes,1078
14496,Yes,Points,Postcard,Medium,2,No,Low,2,1,1,No,1017.75
14520,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1050
14530,Yes,Air Miles,Postcard,High,2,Yes,Low,2,1,4,No,775
14532,Yes,Points,Postcard,Low,1,No,Low,1,1,3,No,259
14545,Yes,Air Miles,Letter,Low,1,No,Low,1,1,4,No,1089.25
14549,Yes,Points,Postcard,Medium,2,Yes,Low,2,1,4,No,985.5
14555,Yes,Points,Postcard,Low,1,No,Low,1,1,5,Yes,761.5
14580,Yes,Air Miles,Postcard,Medium,2,No,Low,3,2,4,Yes,924.5
14591,Yes,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,744.25
14602,Yes,Points,Postcard,Low,1,No,Medium,3,1,1,No,704.25
14610,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,2,Yes,651
14626,Yes,Cash Back,Postcard,Low,1,No,Low,2,2,2,No,568.5
14683,Yes,Air Miles,Postcard,Medium,2,Yes,Low,1,1,3,Yes,238
14738,Yes,Points,Postcard,Medium,1,No,Medium,3,1,4,Yes,924.5
14755,Yes,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,1056.25
14756,Yes,Points,Postcard,Medium,1,Yes,High,2,1,5,Yes,1118
14844,Yes,Points,Letter,Medium,1,No,Low,2,1,4,Yes,917.75
14849,Yes,Air Miles,Postcard,High,2,No,Medium,1,2,5,No,335
14910,Yes,Cash Back,Letter,Medium,2,Yes,Low,2,1,1,Yes,1216.5
14927,Yes,Air Miles,Postcard,Low,1,No,Low,2,2,3,Yes,979
14942,Yes,Points,Letter,Low,2,No,Low,2,1,3,Yes,389.5
14953,Yes,Points,Letter,Low,1,No,Low,1,1,3,Yes,733.25
14970,Yes,Points,Letter,Medium,1,No,Low,1,2,3,Yes,1152.5
14987,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,219.25
15008,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,1707
15019,Yes,Points,Letter,Medium,1,No,Low,3,1,3,No,1089.25
15030,Yes,Cash Back,Postcard,Low,2,No,Low,2,1,5,No,911
15048,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1438
15053,Yes,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1206.75
15086,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,936.5
15089,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,3,Yes,200
15102,Yes,Air Miles,Letter,Medium,1,No,Low,1,2,2,No,966
15109,Yes,Points,Postcard,High,2,No,Medium,2,1,3,Yes,1348.75
15121,Yes,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,1163.75
15135,Yes,Air Miles,Postcard,High,2,No,Low,1,1,3,Yes,744.25
15182,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1460.25
15184,Yes,Points,Postcard,Low,1,Yes,High,1,1,2,Yes,257
15191,Yes,Air Miles,Postcard,Low,1,No,High,2,2,4,No,787.75
15211,Yes,Air Miles,Postcard,Medium,3,No,Low,2,2,2,Yes,1256.75
15212,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1091.5
15234,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,4,Yes,628.75
15239,Yes,Air Miles,Postcard,High,1,Yes,High,2,2,5,Yes,784.75
15261,Yes,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1056.75
15269,Yes,Cash Back,Letter,Low,1,No,Low,1,2,5,No,1000.75
15306,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,302
15314,Yes,Points,Letter,Medium,1,No,Medium,2,1,4,No,835
15351,Yes,Air Miles,Postcard,Low,1,No,Low,3,2,3,Yes,913.25
15373,Yes,Points,Postcard,Medium,2,No,Low,3,1,2,Yes,917.5
15384,Yes,Cash Back,Postcard,Low,2,No,High,3,2,4,Yes,1283.75
15392,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,1434.5
15401,Yes,Points,Postcard,Medium,1,No,Low,3,1,4,Yes,1064.75
15404,Yes,Cash Back,Letter,High,1,Yes,Low,2,1,4,Yes,956.75
15409,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1119
15418,Yes,Points,Postcard,Medium,2,No,Low,2,2,5,Yes,1148.25
15472,Yes,Points,Postcard,High,1,No,High,3,1,2,No,1113.75
15490,Yes,Points,Postcard,Low,2,No,Low,2,1,4,Yes,168.75
15510,Yes,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,746.75
15511,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,No,1095.75
15550,Yes,Air Miles,Postcard,Low,1,No,Low,3,2,3,Yes,987
15570,Yes,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,966.5
15618,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,5,Yes,215.25
15663,Yes,Points,Postcard,Low,2,No,Medium,2,1,4,No,853.75
15667,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,No,1071
15727,Yes,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,1195.75
15729,Yes,Air Miles,Letter,Low,1,No,Low,1,1,3,No,1879.25
15738,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,1105.75
15740,Yes,Points,Postcard,High,1,No,Low,4,2,2,Yes,1752.25
15764,Yes,Points,Postcard,Low,1,No,Medium,2,1,5,No,1213.5
15767,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,1,No,713.25
15777,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,891.75
15781,Yes,Points,Postcard,High,1,No,Low,1,1,5,No,974.25
15796,Yes,Cash Back,Letter,Low,1,No,High,2,2,4,Yes,1403.5
15802,Yes,Points,Letter,Low,1,No,Low,2,1,1,No,698
15856,Yes,Points,Postcard,Medium,1,No,Medium,2,1,4,No,1153.75
15868,Yes,Air Miles,Letter,Medium,1,No,Low,2,2,2,Yes,1172
15883,Yes,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,943.75
15895,Yes,Points,Postcard,Medium,1,No,Low,3,1,4,No,1008.5
15898,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,4,Yes,214.75
15966,Yes,Points,Postcard,Low,2,No,Low,2,1,4,Yes,1036.75
15969,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,1051
16014,Yes,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,940.25
16017,Yes,Points,Postcard,Low,1,No,Medium,3,1,4,Yes,1131.5
16053,Yes,Air Miles,Postcard,Medium,1,Yes,High,1,1,3,Yes,151.5
16065,Yes,Air Miles,Postcard,Low,1,No,Low,4,1,2,Yes,990
16081,Yes,Points,Postcard,Medium,2,No,Low,1,2,4,No,1071
16086,Yes,Points,Postcard,Medium,1,Yes,Medium,2,2,4,Yes,1256
16092,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,1088.5
16094,Yes,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,330.75
16121,Yes,Points,Letter,Medium,1,Yes,Low,3,2,3,Yes,1433.75
16136,Yes,Air Miles,Postcard,High,2,Yes,Low,3,2,3,Yes,685.5
16138,Yes,Points,Letter,Low,1,No,Low,4,1,3,Yes,975.75
16141,Yes,Points,Postcard,Low,2,No,Low,1,1,3,Yes,1262.25
16158,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,5,No,1186.75
16169,Yes,Points,Letter,Medium,1,No,Low,1,1,3,Yes,266
16173,Yes,Cash Back,Letter,Low,1,No,Low,1,1,5,Yes,1156
16194,Yes,Air Miles,Letter,High,2,No,High,2,1,2,Yes,1028
16219,Yes,Points,Postcard,Medium,2,No,Medium,1,1,3,Yes,132.25
16237,Yes,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,209.5
16262,Yes,Points,Postcard,Low,1,No,Low,2,1,4,No,768
16265,Yes,Points,Letter,Low,1,No,Low,1,1,3,Yes,1217.75
16303,Yes,Points,Postcard,High,1,No,Medium,1,2,3,Yes,1256.75
16309,Yes,Air Miles,Postcard,High,1,Yes,Low,1,1,5,Yes,803.25
16329,Yes,Points,Postcard,Medium,1,No,Low,2,1,5,No,1169
16339,Yes,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,882.5
16358,Yes,Points,Postcard,High,1,Yes,Low,1,1,4,Yes,942.5
16377,Yes,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,933.75
16390,Yes,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1038.25
16418,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,972.5
16424,Yes,Points,Postcard,Low,2,Yes,Low,1,1,4,No,1467.75
16426,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,No,873
16428,Yes,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,153
16450,Yes,Points,Postcard,High,1,No,Low,2,1,6,Yes,1085.25
16460,Yes,Cash Back,Postcard,High,2,No,Low,2,1,3,Yes,689
16470,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1222
16474,Yes,Air Miles,Postcard,High,2,No,Low,1,1,2,No,1007.5
16497,Yes,Points,Letter,Low,1,No,Medium,3,1,3,No,780
16500,Yes,Points,Postcard,Medium,2,Yes,Low,1,2,2,Yes,310
16502,Yes,Points,Letter,High,2,No,Low,2,1,3,Yes,1175.5
16508,Yes,Air Miles,Postcard,Low,1,Yes,High,2,2,4,No,786.5
16517,Yes,Cash Back,Postcard,Low,2,No,Medium,2,2,4,Yes,1280.5
16533,Yes,Points,Letter,Medium,2,No,Medium,1,1,5,Yes,976
16544,Yes,Air Miles,Letter,High,1,No,Medium,2,2,3,Yes,839
16570,Yes,Air Miles,Postcard,Low,2,No,High,2,1,2,Yes,263.25
16588,Yes,Points,Letter,High,2,No,Low,2,2,3,No,314
16609,Yes,Points,Postcard,High,1,No,Medium,1,3,3,Yes,1236
16616,Yes,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,1005.25
16622,Yes,Air Miles,Letter,Low,2,No,Medium,2,1,5,No,1003.75
16647,Yes,Air Miles,Letter,Medium,1,Yes,Low,2,2,3,Yes,1075.75
16658,Yes,Air Miles,Postcard,Medium,1,No,High,3,1,3,No,856.5
16703,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,1023.75
16758,Yes,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,953.5
16838,Yes,Points,Postcard,Medium,1,No,High,1,1,3,Yes,1200
16882,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,1203.5
16883,Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1040.5
16897,Yes,Air Miles,Postcard,Low,2,No,Low,1,1,4,Yes,790.25
16905,Yes,Cash Back,Postcard,Low,2,No,Low,1,2,4,Yes,1069.75
16975,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,6,Yes,825.5
17001,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,655
17011,Yes,Cash Back,Letter,Low,2,No,Low,2,1,4,Yes,1055.75
17025,Yes,Points,Letter,Low,1,No,Medium,2,1,3,Yes,979.75
17038,Yes,Points,Postcard,High,1,No,High,2,2,4,Yes,1018
17040,Yes,Cash Back,Postcard,Medium,1,No,Low,3,1,3,No,951.25
17080,Yes,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,1015.5
17113,Yes,Cash Back,Postcard,Medium,2,No,Low,2,2,6,Yes,1443.25
17114,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,1021.25
17134,Yes,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1208
17189,Yes,Cash Back,Postcard,Medium,2,No,Low,2,2,4,No,1493.25
17199,Yes,Air Miles,Letter,Low,1,No,Low,1,3,4,No,162.5
17214,Yes,Air Miles,Letter,Medium,3,No,Low,2,1,4,Yes,1164
17220,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,2,Yes,1026.75
17253,Yes,Points,Letter,High,1,No,Low,3,2,4,No,740.75
17278,Yes,Air Miles,Postcard,Low,2,No,Medium,1,1,3,Yes,1062.75
17291,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,1331.75
17330,Yes,Points,Postcard,High,1,No,Low,1,1,4,Yes,1109
17336,Yes,Points,Postcard,Medium,2,No,Low,3,1,4,No,1155.75
17350,Yes,Points,Letter,Low,2,No,Low,1,1,6,Yes,1263
17364,Yes,Points,Postcard,Medium,1,No,Low,2,2,4,Yes,1052.75
17407,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,1,No,727.5
17412,Yes,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,1147
17431,Yes,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1027.5
17449,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,791.75
17477,Yes,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,899.75
17478,Yes,Air Miles,Postcard,Low,2,No,High,2,1,3,No,1122.25
17501,Yes,Points,Postcard,Low,2,No,Low,1,1,2,No,1126
17509,Yes,Air Miles,Letter,Medium,1,No,Low,1,3,4,Yes,1159.75
17529,Yes,Points,Postcard,Low,1,No,Low,2,1,6,Yes,1079.75
17537,Yes,Points,Postcard,Low,1,No,High,2,1,3,Yes,1023
17546,Yes,Air Miles,Letter,Medium,2,Yes,Low,1,1,3,Yes,1282.5
17553,Yes,Air Miles,Letter,High,1,Yes,Low,4,1,4,No,229.75
17600,Yes,Cash Back,Letter,Medium,1,No,Low,1,2,5,Yes,1329.5
17631,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,2,5,Yes,954.5
17668,Yes,Cash Back,Letter,Low,1,Yes,Low,1,1,4,No,1124.25
17688,Yes,Cash Back,Postcard,Medium,1,No,Low,1,2,3,No,1270
17691,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,285.75
17697,Yes,Air Miles,Letter,Low,1,Yes,Low,2,1,4,No,871
17700,Yes,Cash Back,Postcard,Medium,2,No,Low,2,1,5,No,984
17714,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,No,1297.5
17715,Yes,Air Miles,Postcard,High,2,No,Low,4,1,3,No,1177.75
17740,Yes,Air Miles,Postcard,Low,1,No,Medium,3,1,4,Yes,1110
17783,Yes,Air Miles,Letter,Medium,2,No,Medium,1,1,2,No,914
17801,Yes,Points,Postcard,Medium,2,Yes,Low,2,1,5,Yes,810.5
17825,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,1,No,1105.5
17838,Yes,Cash Back,Letter,Low,1,Yes,Low,1,2,3,Yes,1226.5
17842,Yes,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,881.25
17844,Yes,Air Miles,Letter,Low,1,No,Low,2,1,3,No,995
17847,Yes,Points,Postcard,Low,1,No,Low,1,1,3,No,1041
17849,Yes,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,162.5
17870,Yes,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,218.5
17891,Yes,Air Miles,Postcard,High,2,No,Low,2,2,5,Yes,865.75
17897,Yes,Points,Postcard,Low,1,No,Low,1,1,2,Yes,1011.25
17904,Yes,Points,Postcard,Low,2,No,Medium,1,1,4,Yes,1038
17915,Yes,Cash Back,Letter,Low,1,No,Low,3,1,5,No,1099.25
17932,Yes,Points,Letter,Medium,1,No,High,2,1,5,Yes,1539
17941,Yes,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,1140.25
17943,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,1026.25
17972,Yes,Cash Back,Postcard,Low,1,No,High,2,2,4,Yes,1221.75
17985,Yes,Points,Postcard,High,1,No,Low,2,1,2,No,977.25
17992,Yes,Points,Postcard,Low,1,No,Low,3,2,4,Yes,1046.5
